subscription_id,customer_id,inventory_id,type,start_date,end_date
207,96914008-956f-41ac-8e74-6c88f19c66e8,48,flatrate,2025-10-16 03:27:08.418282,2025-11-15 03:27:08.418282
208,96914008-956f-41ac-8e74-6c88f19c66e8,53,flatrate,2025-03-27 03:27:08.418290,2025-04-26 03:27:08.418290
209,96914008-956f-41ac-8e74-6c88f19c66e8,10,rent,2025-01-30 03:27:08.418298,2025-02-06 03:27:08.418298
210,cfec9cc4-d4c0-4223-83f6-f94f90d66f7c,29,flatrate,2025-02-12 03:27:08.418310,2025-03-14 03:27:08.418310
211,ce69ac47-ab23-4139-9965-22f94c18b515,125,rent,2025-11-28 03:27:08.418323,2025-12-05 03:27:08.418323
212,ce69ac47-ab23-4139-9965-22f94c18b515,27,flatrate,2025-11-09 03:27:08.418331,2025-12-09 03:27:08.418331
213,de3b2760-bf0c-4a0c-b08a-abc8648b60b3,80,flatrate,2025-03-15 03:27:08.418344,2025-04-14 03:27:08.418344
214,b53c3111-dbe0-4edb-bc74-839848dea527,158,flatrate,2025-01-17 03:27:08.418357,2025-02-16 03:27:08.418357
215,b53c3111-dbe0-4edb-bc74-839848dea527,153,flatrate,2025-12-06 03:27:08.418364,2026-01-05 03:27:08.418364
216,f00e7f31-a33e-48db-99f1-a399e93d9837,70,flatrate,2025-01-14 03:27:08.418377,2025-02-13 03:27:08.418377
217,f00e7f31-a33e-48db-99f1-a399e93d9837,27,flatrate,2025-12-16 03:27:08.418385,2026-01-15 03:27:08.418385
218,2ed21cd0-8afa-44b2-9fbe-6b30de1fd6d7,152,rent,2025-11-01 03:27:08.418397,2025-11-08 03:27:08.418397
219,2ed21cd0-8afa-44b2-9fbe-6b30de1fd6d7,74,flatrate,2025-09-03 03:27:08.418405,2025-10-03 03:27:08.418405
220,25139492-c84c-4a64-87e0-f2cdfbc6f7e8,151,flatrate,2025-10-15 03:27:08.418419,2025-11-14 03:27:08.418419
221,25139492-c84c-4a64-87e0-f2cdfbc6f7e8,27,flatrate,2025-08-18 03:27:08.418427,2025-09-17 03:27:08.418427
222,25139492-c84c-4a64-87e0-f2cdfbc6f7e8,128,flatrate,2025-03-27 03:27:08.418435,2025-04-26 03:27:08.418435
223,62ef4e38-87b4-49bc-8272-bb43bd53c50d,141,rent,2025-01-06 03:27:08.418449,2025-01-13 03:27:08.418449
224,62ef4e38-87b4-49bc-8272-bb43bd53c50d,133,flatrate,2025-09-18 03:27:08.418457,2025-10-18 03:27:08.418457
225,62ef4e38-87b4-49bc-8272-bb43bd53c50d,100,flatrate,2025-03-29 03:27:08.418465,2025-04-28 03:27:08.418465
226,1503bf61-d769-46e7-bfbf-a9b8370d044d,137,flatrate,2025-04-01 03:27:08.418479,2025-05-01 03:27:08.418479
227,1503bf61-d769-46e7-bfbf-a9b8370d044d,116,flatrate,2025-10-19 03:27:08.418488,2025-11-18 03:27:08.418488
228,1503bf61-d769-46e7-bfbf-a9b8370d044d,48,flatrate,2025-05-18 03:27:08.418495,2025-06-17 03:27:08.418495
229,45915dad-c6b3-46e8-801d-770651d4d43c,65,flatrate,2025-05-31 03:27:08.418508,2025-06-30 03:27:08.418508
230,f560edf8-ad38-4069-91e8-e06d255af738,74,flatrate,2025-11-23 03:27:08.418521,2025-12-23 03:27:08.418521
231,f560edf8-ad38-4069-91e8-e06d255af738,27,flatrate,2025-12-24 03:27:08.418529,2026-01-23 03:27:08.418529
232,998c183a-8b1d-47d8-a879-8401b5621ab9,126,flatrate,2025-09-18 03:27:08.418544,2025-10-18 03:27:08.418544
233,998c183a-8b1d-47d8-a879-8401b5621ab9,100,flatrate,2025-05-13 03:27:08.418553,2025-06-12 03:27:08.418553
234,998c183a-8b1d-47d8-a879-8401b5621ab9,42,flatrate,2025-10-07 03:27:08.418562,2025-11-06 03:27:08.418562
235,998c183a-8b1d-47d8-a879-8401b5621ab9,48,flatrate,2025-08-10 03:27:08.418570,2025-09-09 03:27:08.418570
236,b3b05e90-4d83-4083-8070-858f3c51408a,36,rent,2025-01-09 03:27:08.418582,2025-01-16 03:27:08.418582
237,6dc994e6-c21e-487f-bfb3-107c0daab4c4,137,flatrate,2025-12-12 03:27:08.418595,2026-01-11 03:27:08.418595
238,6dc994e6-c21e-487f-bfb3-107c0daab4c4,88,flatrate,2025-07-15 03:27:08.418602,2025-08-14 03:27:08.418602
239,88b8ddf5-c77b-4203-b910-cbb1ca671468,125,rent,2025-04-13 03:27:08.418618,2025-04-20 03:27:08.418618
240,88b8ddf5-c77b-4203-b910-cbb1ca671468,109,flatrate,2025-05-17 03:27:08.418626,2025-06-16 03:27:08.418626
241,88b8ddf5-c77b-4203-b910-cbb1ca671468,151,flatrate,2025-07-11 03:27:08.418634,2025-08-10 03:27:08.418634
242,88b8ddf5-c77b-4203-b910-cbb1ca671468,27,flatrate,2025-02-11 03:27:08.418641,2025-03-13 03:27:08.418641
243,efb7f820-b079-4dd7-991f-45f8af014e5c,40,flatrate,2025-12-07 03:27:08.418655,2026-01-06 03:27:08.418655
244,efb7f820-b079-4dd7-991f-45f8af014e5c,95,flatrate,2025-12-12 03:27:08.418663,2026-01-11 03:27:08.418663
245,efb7f820-b079-4dd7-991f-45f8af014e5c,151,flatrate,2025-02-04 03:27:08.418671,2025-03-06 03:27:08.418671
246,675460d1-5e0c-43ff-b500-1e84ad9b186b,137,flatrate,2025-02-28 03:27:08.418685,2025-03-30 03:27:08.418685
247,675460d1-5e0c-43ff-b500-1e84ad9b186b,97,flatrate,2025-08-20 03:27:08.418693,2025-09-19 03:27:08.418693
248,675460d1-5e0c-43ff-b500-1e84ad9b186b,31,flatrate,2025-11-06 03:27:08.418701,2025-12-06 03:27:08.418701
249,6c8e898f-def8-4136-bc09-ba0006654582,58,flatrate,2025-04-24 03:27:08.418716,2025-05-24 03:27:08.418716
250,6c8e898f-def8-4136-bc09-ba0006654582,143,flatrate,2025-12-03 03:27:08.418724,2026-01-02 03:27:08.418724
251,6c8e898f-def8-4136-bc09-ba0006654582,27,flatrate,2025-04-03 03:27:08.418732,2025-05-03 03:27:08.418732
252,6c8e898f-def8-4136-bc09-ba0006654582,76,flatrate,2025-03-24 03:27:08.418740,2025-04-23 03:27:08.418740
253,6c8e898f-def8-4136-bc09-ba0006654582,33,flatrate,2025-05-08 03:27:08.418748,2025-06-07 03:27:08.418748
254,ceda34bb-7bb3-4894-99e8-669a0e150705,47,flatrate,2025-10-10 03:27:08.418762,2025-11-09 03:27:08.418762
255,ceda34bb-7bb3-4894-99e8-669a0e150705,21,flatrate,2025-01-31 03:27:08.418770,2025-03-02 03:27:08.418770
256,ceda34bb-7bb3-4894-99e8-669a0e150705,11,flatrate,2025-01-09 03:27:08.418778,2025-02-08 03:27:08.418778
257,ceda34bb-7bb3-4894-99e8-669a0e150705,93,flatrate,2025-05-29 03:27:08.418786,2025-06-28 03:27:08.418786
258,ceda34bb-7bb3-4894-99e8-669a0e150705,48,flatrate,2025-11-26 03:27:08.418794,2025-12-26 03:27:08.418794
259,ca2b2fae-3794-4f1a-bc08-4282fb69ca9d,100,flatrate,2025-09-04 03:27:08.418809,2025-10-04 03:27:08.418809
260,ca2b2fae-3794-4f1a-bc08-4282fb69ca9d,141,rent,2025-12-10 03:27:08.418817,2025-12-17 03:27:08.418817
261,ca2b2fae-3794-4f1a-bc08-4282fb69ca9d,113,flatrate,2025-07-20 03:27:08.418825,2025-08-19 03:27:08.418825
262,ca2b2fae-3794-4f1a-bc08-4282fb69ca9d,126,flatrate,2025-03-04 03:27:08.418833,2025-04-03 03:27:08.418833
263,6516cec9-707a-4eeb-8dfd-d73d8d94c0b9,57,rent,2025-01-31 03:27:08.418846,2025-02-07 03:27:08.418846
264,6516cec9-707a-4eeb-8dfd-d73d8d94c0b9,143,flatrate,2025-03-31 03:27:08.418854,2025-04-30 03:27:08.418854
265,f302fcdc-ea55-433b-a49e-06302a809834,131,flatrate,2025-07-18 03:27:08.418869,2025-08-17 03:27:08.418869
266,f302fcdc-ea55-433b-a49e-06302a809834,143,flatrate,2025-05-31 03:27:08.418877,2025-06-30 03:27:08.418877
267,f302fcdc-ea55-433b-a49e-06302a809834,136,rent,2025-04-29 03:27:08.418903,2025-05-06 03:27:08.418903
268,f302fcdc-ea55-433b-a49e-06302a809834,113,flatrate,2025-06-09 03:27:08.418911,2025-07-09 03:27:08.418911
269,f302fcdc-ea55-433b-a49e-06302a809834,137,flatrate,2025-03-27 03:27:08.418919,2025-04-26 03:27:08.418919
270,1e527858-696c-4f13-83c7-d9e331a13068,141,rent,2025-11-08 03:27:08.418934,2025-11-15 03:27:08.418934
271,b72828cf-5fc8-4332-9b03-2d358617f06e,88,flatrate,2025-12-06 03:27:08.418950,2026-01-05 03:27:08.418950
272,b72828cf-5fc8-4332-9b03-2d358617f06e,143,flatrate,2025-07-03 03:27:08.418957,2025-08-02 03:27:08.418957
273,b72828cf-5fc8-4332-9b03-2d358617f06e,109,flatrate,2025-08-09 03:27:08.418965,2025-09-08 03:27:08.418965
274,b72828cf-5fc8-4332-9b03-2d358617f06e,78,flatrate,2025-07-13 03:27:08.418973,2025-08-12 03:27:08.418973
275,b72828cf-5fc8-4332-9b03-2d358617f06e,27,flatrate,2025-11-21 03:27:08.418981,2025-12-21 03:27:08.418981
276,986bad2d-d413-49a5-9ba9-fb66ec2c8354,158,flatrate,2025-09-16 03:27:08.418994,2025-10-16 03:27:08.418994
277,986bad2d-d413-49a5-9ba9-fb66ec2c8354,100,flatrate,2025-01-27 03:27:08.419002,2025-02-26 03:27:08.419002
